Player_id,Player,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
21,James Harden,LAC,35,79,50,29,35.3,22.8,6.7,16.4,41,3,8.5,35.2,6.4,7.3,87.4,0.7,5.1,5.8,8.7,4.3,1.5,0.7,2.1,45,38,3,4.4
24,Brandon Ingram,TOR,27,18,5,13,33.1,22.2,8.6,18.5,46.5,2.4,6.4,37.4,2.6,3.1,85.5,0.9,4.6,5.6,5.2,3.8,0.9,0.6,2.5,37.3,0,0,-7.1
32,DeMar DeRozan,SAC,35,77,38,39,35.9,22.2,8.1,17,47.7,1.1,3.3,32.8,4.9,5.7,85.7,0.6,3.2,3.9,4.4,1.4,0.8,0.4,1.9,35.8,3,0,1.4
20,Jaylen Brown,BOS,28,63,46,17,34.3,22.2,8.2,17.7,46.3,1.8,5.7,32.4,3.9,5.1,76.4,1.3,4.5,5.8,4.5,2.6,1.2,0.3,2.4,37.8,5,0,6.4
96,Jaren Jackson Jr.,MEM,25,74,42,32,29.8,22.2,8,16.4,48.8,2,5.3,37.5,4.2,5.4,78.1,1.2,4.4,5.6,2,2.1,1.2,1.5,3.5,38.2,6,0,4.5
55,Norman Powell,LAC,32,60,39,21,32.6,21.8,7.6,15.8,48.4,3,7.1,41.8,3.6,4.4,80.4,0.4,2.8,3.2,2.1,1.8,1.2,0.2,1.9,31,1,0,5.9
700,Jalen Williams,OKC,24,69,55,14,32.4,21.6,8.2,16.9,48.4,1.8,4.9,36.5,3.4,4.3,78.9,0.9,4.5,5.3,5.1,2.2,1.6,0.7,2.3,40.4,3,0,6.6
18,Kawhi Leonard,LAC,34,37,26,11,31.9,21.5,8.4,16.8,49.8,2.1,5.1,41.1,2.6,3.3,81,0.9,5,5.9,3.1,1.9,1.6,0.5,1.5,37.5,5,0,8
35,Jamal Murray,DEN,28,67,41,26,36.1,21.4,7.9,16.7,47.4,2.3,5.9,39.3,3.3,3.7,88.6,0.7,3.2,3.9,6,2.1,1.4,0.5,1.9,38.6,5,0,4.9
597,Trey Murphy III,NOP,25,53,14,39,35,21.2,7.2,15.8,45.4,3,8.3,36.1,3.8,4.3,88.7,0.9,4.2,5.1,3.5,1.9,1.1,0.7,2.1,36,2,0,-7.2
28,CJ McCollum,NOP,33,56,17,39,32.7,21.1,7.9,17.9,44.4,3.1,8.2,37.3,2.2,3.1,71.7,0.8,3,3.8,4.1,1.9,0.8,0.4,2.2,33.6,0,0,-5
61,RJ Barrett,TOR,25,58,23,35,32.2,21.1,7.9,16.9,46.8,1.8,5.3,35,3.4,5.4,63,1.1,5.3,6.3,5.4,2.9,0.8,0.3,2.4,37.2,10,2,-2.4
786,Brandon Miller,CHA,22,27,8,19,34.2,21,7.3,18.2,40.3,3.9,10.9,35.5,2.5,2.9,86.1,0.9,3.9,4.9,3.6,2.8,1.1,0.7,2.7,34.9,2,0,-4.6
543,Jalen Green,HOU,23,82,52,30,32.9,21,7.4,17.5,42.3,2.9,8.1,35.4,3.3,4.1,81.3,0.5,4,4.6,3.4,2.5,0.9,0.3,1.5,32.8,4,0,2
62,Darius Garland,CLE,25,75,60,15,30.7,20.6,7.4,15.7,47.2,2.8,7.1,40.1,3,3.4,87.8,0.6,2.2,2.9,6.7,2.5,1.2,0.1,1.9,35.7,7,0,6.7
144,Jordan Poole,WAS,26,68,15,53,29.4,20.5,6.7,15.5,43.2,3.5,9.1,37.8,3.6,4,88.3,0.5,2.5,3,4.5,3,1.3,0.4,3,32.7,1,0,-8.2
88,Coby White,CHI,25,74,35,39,33.1,20.4,6.9,15.1,45.3,2.9,7.9,37,3.7,4.1,90.2,0.3,3.4,3.7,4.5,2.4,0.9,0.2,2.1,32.6,2,0,-1.9
129,Miles Bridges,CHA,27,64,16,48,31.7,20.3,7.3,17,43.1,2.2,7,31.3,3.5,4,87,1.1,6.4,7.5,3.9,2.1,0.7,0.7,1.5,37.2,14,1,-4
34,Pascal Siakam,IND,31,78,47,31,32.7,20.2,7.9,15.2,51.9,1.6,4.2,38.9,2.9,3.9,73.4,1.7,5.2,6.9,3.4,1.4,0.9,0.5,2.4,36.5,11,0,4
574,Austin Reaves,LAL,27,73,46,27,34.9,20.2,6.5,14.2,46,2.7,7.3,37.7,4.4,5,87.7,0.8,3.7,4.5,5.8,2.4,1.1,0.3,2.1,36.1,9,1,2.7
43,Kristaps Porziņģis,BOS,29,42,30,12,28.8,19.5,6.6,13.7,48.3,2.5,6,41.2,3.8,4.7,80.9,1.6,5.1,6.8,2.1,1.3,0.7,1.5,2.8,36.2,6,0,4.1
544,Scottie Barnes,TOR,23,65,26,39,32.8,19.3,7.3,16.4,44.6,1.2,4.3,27.1,3.5,4.6,75.5,1.7,6,7.7,5.8,2.8,1.4,1,1.7,41.6,26,1,-2
248,Anfernee Simons,POR,26,70,28,42,32.7,19.3,6.8,16.1,42.6,3.1,8.5,36.3,2.5,2.8,90.2,0.4,2.3,2.7,4.8,2,0.9,0.1,1.7,30.5,2,0,-3.1
207,Desmond Bane,ORL,27,69,38,31,32,19.2,7.1,14.8,48.4,2.4,6.1,39.2,2.6,2.9,89.4,0.9,5.2,6.1,5.3,2.4,1.2,0.4,2.4,36.8,10,1,2.1
41,Domantas Sabonis,SAC,29,70,36,34,34.7,19.1,7.5,12.8,59,0.9,2.2,41.7,3.1,4.1,75.4,3.8,10.1,13.9,6,2.9,0.7,0.4,3.3,45.1,61,10,2.1
558,Alperen Sengun,HOU,22,76,52,24,31.5,19.1,7.5,15,49.6,0.3,1.2,23.3,3.9,5.6,69.2,3.4,6.9,10.3,4.9,2.6,1.1,0.8,2.8,42,45,4,5.4
108,Lauri Markkanen,UTA,28,47,9,38,31.4,19,6.3,14.9,42.3,2.9,8.5,34.6,3.4,3.9,87.6,1.5,4.4,5.9,1.5,1.4,0.7,0.4,1.7,30.1,5,0,-4
60,John Collins,UTA,27,40,12,28,30.5,19,7,13.3,52.7,1.5,3.7,39.9,3.5,4.1,84.8,2.2,6,8.2,2,2.6,1,1,2.9,35.1,13,0,-0.4
632,Jalen Johnson,ATL,23,36,18,18,35.7,18.9,7.5,15.1,50,1.2,3.9,31.2,2.6,3.5,74.6,1.7,8.3,10,5,2.9,1.6,1,1.9,43.1,20,1,1.5
195,Cameron Johnson,BKN,29,57,21,36,31.6,18.8,6.2,13.1,47.5,2.8,7.2,39,3.5,3.9,89.3,0.9,3.4,4.3,3.4,1.7,0.9,0.4,1.8,31.4,2,0,-3.5
23,Julius Randle,MIN,30,69,44,25,32.3,18.7,6.6,13.6,48.5,1.6,4.6,34.4,3.9,4.9,80.6,2.1,5,7.1,4.7,2.8,0.7,0.2,2.5,34.1,14,0,2.4
121,Tyrese Haliburton,IND,25,73,46,27,33.6,18.6,6.5,13.8,47.3,3,7.7,38.8,2.6,3,85.1,0.6,3,3.5,9.2,1.6,1.4,0.7,1.3,41.4,31,0,3
706,Shaedon Sharpe,POR,22,72,32,40,31.3,18.5,6.9,15.3,45.2,2,6.6,31.1,2.6,3.4,78.5,0.9,3.6,4.5,2.8,2.1,0.9,0.2,1.7,29.2,3,0,-1.9
546,Evan Mobley,CLE,24,71,58,13,30.5,18.5,7.1,12.8,55.7,1.2,3.2,37,3.1,4.3,72.5,2.3,7,9.3,3.2,2,0.9,1.6,2,39.8,37,0,7.7
26,Nikola Vučević,CHI,34,73,34,39,31.2,18.5,7.5,14.2,53,1.8,4.4,40.2,1.6,2,80.5,2.4,7.6,10.1,3.5,1.6,0.8,0.7,2.2,38.8,45,1,-1.3
22,Collin Sexton,UTA,26,63,14,49,27.9,18.4,6.6,13.8,48,1.7,4.3,40.6,3.4,4,86.5,1,1.8,2.7,4.2,2.5,0.7,0.1,2.3,27.9,2,0,-4.5
52,Michael Porter Jr.,DEN,27,77,47,30,33.7,18.2,6.9,13.6,50.4,2.5,6.4,39.5,1.9,2.5,76.8,1.8,5.2,7,2.1,1.4,0.6,0.5,2,31.9,15,0,3.4
54,Bam Adebayo,MIA,27,78,36,42,34.3,18.1,6.9,14.3,48.5,1,2.8,35.7,3.2,4.2,76.5,2.4,7.2,9.6,4.3,2.1,1.3,0.7,2.1,39.8,38,1,0.3
77,OG Anunoby,NYK,27,74,45,29,36.6,18,6.6,13.9,47.6,2.3,6.2,37.2,2.5,3.1,81,1.3,3.5,4.8,2.2,1.4,1.5,0.9,2.3,32.8,1,0,4.1
56,Andrew Wiggins,MIA,30,60,27,33,30.7,18,6.3,14,44.8,2.2,5.8,37.4,3.3,4.3,76.3,1.5,3,4.5,2.6,1.7,1,0.8,1.7,31.1,3,0,-1.7
113,Mikal Bridges,NYK,28,82,51,31,37,17.6,7.2,14.4,50,2,5.6,35.4,1.2,1.4,81.4,0.9,2.3,3.2,3.7,1.6,0.9,0.5,1.5,29.7,1,0,4.1
698,Jaden Ivey,DET,23,30,14,16,29.9,17.6,6.3,13.8,46,2.1,5.1,40.9,2.8,3.9,73.3,1.3,2.8,4.1,4,3,0.9,0.4,2.2,29.4,0,0,-2.1
33,Jimmy Butler III,GSW,35,55,36,19,31.7,17.5,5.5,10.9,50.4,0.6,1.9,30.8,6,7.1,84.2,2.3,3.1,5.4,5.4,1.3,1.4,0.3,0.9,35.9,6,3,4.5
79,Dejounte Murray,NOP,28,31,9,22,32.6,17.5,6.3,15.9,39.3,1.7,5.6,29.9,3.3,4,82.3,0.5,5.9,6.5,7.4,3.4,2,0.4,2,40.1,8,1,-6.7
146,Malik Monk,SAC,27,65,36,29,31.6,17.2,6.3,14.4,43.9,2.1,6.6,32.5,2.4,2.7,86.5,0.5,3.3,3.8,5.6,2.4,0.9,0.6,2.4,32.2,4,0,1.8
152,Immanuel Quickley,TOR,26,33,12,21,27.8,17.1,5.6,13.3,42,2.6,6.8,37.8,3.4,3.9,86.7,0.5,3.1,3.5,5.8,1.8,0.7,0.1,1.8,30.7,2,0,-1.2
2,Bradley Beal,PHX,32,53,22,31,32.1,17,6.5,13.1,49.7,1.9,5,38.6,2.1,2.6,80.3,0.6,2.7,3.3,3.7,1.9,1.1,0.5,2.6,29.5,1,0,-5.2
89,De'Andre Hunter,CLE,27,64,38,26,27.2,17,5.6,11.9,47,2.5,6.1,40.5,3.4,4,84.6,0.7,3.3,4,1.4,1.3,0.8,0.2,2.4,25.7,2,0,1.4
318,Deni Avdija,POR,24,72,33,39,30,16.9,5.6,11.7,47.6,1.7,4.8,36.5,4,5.2,78,1.5,5.7,7.3,3.9,2.7,1,0.5,2.4,33.2,17,2,-1.1
790,Keyonte George,UTA,21,67,13,54,31.5,16.8,5.4,13.7,39.1,2.6,7.6,34.3,3.5,4.3,81.8,0.4,3.4,3.8,5.6,2.7,0.7,0.1,1.7,29.5,4,0,-7.6
211,Ivica Zubac,LAC,28,80,50,30,32.8,16.8,7.4,11.8,62.8,0,0,0,2,3,66.1,3.8,8.9,12.6,2.7,1.6,0.7,1.1,2.1,39.8,59,1,6.4
84,Derrick White,BOS,30,76,58,18,33.9,16.4,5.6,12.6,44.2,3.5,9.1,38.4,1.8,2.1,83.9,0.9,3.6,4.5,4.8,1.7,0.9,1.1,1.8,33.2,4,0,7.1
47,Malik Beasley,DET,28,82,44,38,27.8,16.3,5.6,13.1,43,3.9,9.3,41.6,1.2,1.7,67.9,0.6,2,2.6,1.7,1,0.9,0.1,1.5,23.8,1,0,2.1
344,Devin Vassell,SAS,24,64,24,40,31,16.3,6.2,13.9,44.3,2.5,6.7,36.8,1.5,1.9,79.2,0.5,3.5,4,2.9,1.4,1.3,0.5,1.7,29.4,2,0,-4.1
27,Paul George,PHI,35,41,15,26,32.5,16.2,6,13.9,43,2.3,6.5,35.8,1.9,2.4,81.4,0.6,4.8,5.3,4.3,2.6,1.8,0.5,2.5,33.5,3,0,-2
57,Jordan Clarkson,UTA,33,37,10,27,26,16.2,5.4,13.3,40.8,2.3,6.3,36.2,3.1,3.9,79.7,0.7,2.5,3.2,3.7,2.3,0.8,0.2,1.4,26.6,0,0,-5.5
550,Jalen Suggs,ORL,24,35,20,15,28.6,16.2,5.6,13.7,41,2.2,6.9,31.4,2.8,3.1,88.2,0.7,3.4,4,3.7,2.9,1.5,0.9,2.8,30.8,0,0,0.1
697,Bennedict Mathurin,IND,23,72,43,29,29.9,16.1,5.4,11.8,45.8,1.4,4,34,3.8,4.6,83.1,1.2,4.1,5.3,1.9,1.9,0.7,0.3,2.3,26.4,8,0,1.3
133,Myles Turner,IND,29,72,44,28,30.2,15.6,5.4,11.3,48.1,2.2,5.5,39.6,2.6,3.3,77.3,1.3,5.3,6.5,1.5,1.7,0.8,2,2.5,32.3,13,0,2.8
731,Christian Braun,DEN,24,79,48,31,33.9,15.4,6,10.4,58,1.1,2.8,39.7,2.2,2.7,82.7,1.2,3.9,5.2,2.6,1,1.1,0.5,2.2,29.1,6,0,6.1
886,Jared McCain,PHI,21,23,7,16,25.7,15.3,5.5,11.9,46,2.2,5.8,38.3,2.1,2.4,87.5,0.6,1.9,2.4,2.6,1.6,0.7,0,1.6,22.5,1,0,-1.2
560,Jonathan Kuminga,GSW,22,47,28,19,24.3,15.3,5.5,12.1,45.4,1,3.2,30.5,3.3,5,66.8,1.2,3.4,4.6,2.2,1.5,0.8,0.4,1.9,26.4,2,0,0.2
712,Mark Williams,CHA,23,44,9,35,26.6,15.3,6.1,10.2,60.4,0,0.1,0,3,3.7,80.4,3,7.2,10.2,2.5,1.6,0.7,1.2,2.4,35.4,21,0,-6.8
82,Kelly Oubre Jr.,PHI,29,60,21,39,34.6,15.1,5.8,12.4,47,1.2,4,29.3,2.3,3.1,75.1,1.6,4.5,6.1,1.8,1.3,1.5,0.5,3,29.9,10,0,-4.3
787,Chet Holmgren,OKC,23,32,26,6,27.4,15,5.2,10.7,49,1.4,3.6,37.9,3.2,4.2,75.4,1.5,6.5,8,2,1.8,0.7,2.2,2.3,34.6,11,0,9.2
126,Kyle Kuzma,MIL,29,65,25,40,29.8,14.8,5.7,13,43.6,1.5,4.8,30.7,2,3.1,63.4,0.8,4.9,5.7,2.3,2.2,0.6,0.3,1.8,25.5,6,0,-6.4
887,Stephon Castle,SAS,20,81,33,48,26.7,14.7,5.2,12.2,42.8,1.2,4.1,28.5,3.1,4.2,72.4,1.1,2.6,3.7,4.1,2.2,0.9,0.3,2,26.6,6,0,-3
136,Aaron Gordon,DEN,29,51,33,18,28.4,14.7,5.2,9.7,53.1,1.5,3.4,43.6,2.8,3.5,81,1.6,3.3,4.8,3.2,1.4,0.5,0.3,1.6,26,3,0,5.9
124,P.J. Washington,DAL,26,57,31,26,32.2,14.7,5.3,11.7,45.3,1.6,4.2,38.1,2.5,3.5,72.2,1.4,6.3,7.8,2.3,2.1,1.1,1.1,2.3,31.8,14,0,0.9
549,Josh Giddey,CHI,22,70,33,37,30.2,14.6,5.3,11.4,46.5,1.5,4,37.8,2.5,3.2,78.1,1.8,6.3,8.1,7.2,2.9,1.2,0.6,1.7,37.7,30,7,-1
590,Quentin Grimes,PHI,25,75,29,46,26.8,14.6,5.1,11,46.7,2.2,5.6,38.5,2.2,2.9,75.7,0.8,3.5,4.3,3,1.9,1,0.3,1.8,26.3,4,0,-3.5
227,Jakob Poeltl,TOR,29,57,21,36,29.6,14.5,6.4,10.2,62.7,0,0.1,33.3,1.7,2.5,67.4,3.3,6.3,9.6,2.8,1.9,1.2,1.2,3.1,35.4,23,0,-0.6
29,Jerami Grant,POR,31,47,22,25,32.4,14.4,4.6,12.2,37.3,2.3,6.3,36.5,3,3.5,84.9,0.6,2.9,3.5,2.1,1.4,0.9,1,2.3,26,0,0,-4.3
95,Deandre Ayton,POR,26,40,17,23,30.1,14.4,6.6,11.7,56.6,0.2,0.8,18.8,1,1.5,66.7,3.1,7.1,10.2,1.6,1.7,0.8,1,2.2,32.5,20,0,-4.1
798,Gradey Dick,TOR,21,54,15,39,29.4,14.4,4.9,12,41,2.1,6,35,2.5,2.9,85.8,0.8,2.8,3.6,1.8,1.5,0.9,0.2,2.2,23.1,0,0,-3.9
251,Payton Pritchard,BOS,27,80,59,21,28.4,14.3,5.1,10.8,47.2,3.2,7.8,40.7,0.9,1.1,84.5,1.3,2.6,3.8,3.5,1,0.9,0.2,1.5,26.2,5,0,5.4
158,Naz Reid,MIN,25,80,47,33,27.5,14.2,5.3,11.5,46.2,2.2,5.8,37.9,1.4,1.8,77.6,1.2,4.9,6,2.3,1.4,0.7,0.9,2.4,28.3,10,0,4.3
739,Dyson Daniels,ATL,22,76,37,39,33.8,14.1,6,12.1,49.3,1.1,3.1,34,1.1,1.8,59.3,1.6,4.3,5.9,4.4,2,3,0.7,2.3,37,9,0,-0.9
554,Tre Mann,CHA,24,13,6,7,24.5,14.1,5.4,12.4,43.5,1.8,4.6,40,1.5,1.6,90.5,0.9,2,2.9,3,1.9,0.5,0.3,1.8,22.7,0,0,-4.2
46,Fred VanVleet,HOU,31,60,41,19,35.2,14.1,4.8,12.7,37.8,2.7,7.7,34.5,1.9,2.3,81,0.5,3.2,3.7,5.6,1.5,1.6,0.4,2.3,31.3,4,0,4.4
793,Amen Thompson,HOU,22,69,43,26,32.3,14.1,5.6,10.1,55.7,0.4,1.3,27.5,2.4,3.6,68.4,2.8,5.4,8.2,3.8,2,1.4,1.3,2.4,35.7,21,3,3.9
64,Dillon Brooks,HOU,29,75,49,26,31.8,14,5.1,11.9,42.9,2.5,6.3,39.7,1.3,1.6,81.8,1,2.7,3.7,1.7,1,0.8,0.2,3.2,23,0,0,2.8
888,Tolu Smith,DET,24,1,0,1,22.4,14,6,9,66.7,0,0,0,2,3,66.7,4,4,8,0,2,0,0,3,21.6,0,0,7
541,Klay Thompson,DAL,35,72,33,39,27.3,14,5,12.2,41.2,3,7.7,39.1,0.9,1,90.5,0.6,2.8,3.4,2,1.2,0.7,0.4,1.1,23.2,0,0,-1.1
151,Bobby Portis,MIL,30,49,30,19,25.4,13.9,5.7,12.1,46.6,1.3,3.6,36.5,1.2,1.5,83.6,1.8,6.6,8.4,2.1,1.2,0.7,0.5,1.9,29.7,11,0,1.9
48,Tobias Harris,DET,32,73,40,33,31.6,13.7,5.3,11,47.7,1.2,3.6,34.5,2,2.3,86.1,0.9,5,5.9,2.2,1.2,1,0.8,1.9,28.4,5,0,2.6
204,Josh Hart,NYK,30,77,48,29,37.6,13.6,5.2,10,52.5,1.1,3.3,33.3,2.1,2.7,77.6,2.1,7.5,9.6,5.9,2.1,1.5,0.4,2.6,37.6,34,9,2.6
127,Jarrett Allen,CLE,27,82,64,18,28,13.5,5.5,7.8,70.6,0,0.1,0,2.4,3.4,71.8,2.6,7.1,9.7,1.9,1.2,0.9,0.9,1.5,32.3,40,0,6.3
390,Onyeka Okongwu,ATL,24,74,35,39,27.9,13.4,5.2,9.2,56.7,0.6,2,32.4,2.2,2.9,75.9,3,5.9,8.9,2.3,1.2,0.9,0.9,2.6,31.8,28,0,0.5
30,Russell Westbrook,DEN,36,75,43,32,27.9,13.3,5,11.1,44.9,1.3,3.9,32.3,2.1,3.1,66.1,1.4,3.6,4.9,6.1,3.2,1.4,0.5,2.5,30.8,13,4,-0.3
255,Naji Marshall,DAL,27,69,32,37,27.8,13.2,5.2,10.3,50.8,0.9,3.2,27.5,1.9,2.3,81.3,1.1,3.7,4.8,3,1.6,1,0.2,1.6,25.4,6,0,-2
105,Rui Hachimura,LAL,27,59,37,22,31.7,13.1,5,9.8,50.9,1.7,4.2,41.3,1.5,1.9,77,1.3,3.7,5,1.4,0.8,0.8,0.4,1.8,24,1,0,2.7
83,Dennis Schröder,DET,31,75,37,38,28.1,13.1,4.5,11,40.6,1.7,4.9,34.2,2.4,2.9,83.8,0.4,2.3,2.6,5.4,1.9,0.9,0.2,2.4,25.5,7,0,-1
137,Brook Lopez,MIL,37,80,47,33,31.8,13,4.9,9.7,50.9,1.7,4.7,37.3,1.4,1.7,82.6,1.4,3.6,5,1.8,1.1,0.6,1.9,2.1,28.1,4,0,1.7
889,Alex Sarr,WAS,20,67,13,54,27.1,13,4.9,12.4,39.4,1.6,5.1,30.8,1.7,2.5,67.9,1.9,4.6,6.5,2.4,1.7,0.7,1.5,2.2,29.2,10,0,-8.1
290,Moritz Wagner,ORL,28,30,18,12,18.8,12.9,4.7,8.3,56.2,0.9,2.5,36,2.6,3.7,71.8,1.3,3.6,4.9,1.4,1.6,0.8,0.4,1.8,22.9,1,0,-0.6
128,Keldon Johnson,SAS,25,77,31,46,23.9,12.7,4.8,10,48.2,1.1,3.6,31.8,1.9,2.5,77.3,1.5,3.4,4.8,1.6,1,0.6,0.3,1.5,22.7,3,0,-2.8
36,Malcolm Brogdon,WAS,32,24,6,18,23.5,12.7,4.3,10,43.3,0.7,2.3,28.6,3.4,3.8,88,0.9,2.9,3.8,4.1,1.6,0.5,0.2,1.3,24.1,2,0,-5
789,Scoot Henderson,POR,21,66,30,36,26.7,12.7,4.3,10.4,41.9,1.6,4.5,35.4,2.4,3.1,76.7,0.8,2.2,3,5.1,2.7,1,0.2,2.7,24.9,2,0,-0.6
